"anglePer","blockN","colorPer","correct","highDim","highDimCoh","irrDim","irrDimCoh","lineCoh","lineDir","angleOption","lowDim","lowDimCoh","response","rxtime","subj","isHighCorrect","isLowCorrect","lineOption",
0.42,2,0.7,1,2,2,3,1,0.7,2,2,1,2,4,1.0309,33,1,1,2,
0.58,2,0.42,0,2,1,1,2,0.3,1,1,3,1,1,7.1992,33,0,1,1,
0.7,2,0.3,1,2,2,1,2,0.7,2,1,3,2,1,1.5794,33,1,1,2,
0.42,2,0.3,1,2,2,1,1,0.6,2,2,3,1,4,2.8429,33,1,1,2,
0.7,2,0.42,1,2,1,1,2,0.7,2,1,3,2,1,4.6057,33,1,1,2,
0.7,2,0.58,1,2,1,3,2,0.7,2,1,1,2,1,1.9287,33,1,1,2,
0.3,2,0.58,1,2,1,3,2,0.7,2,2,1,2,3,3.0261,33,1,1,2,
0.42,2,0.7,1,2,2,3,1,0.3,1,2,1,2,1,1.1472,33,1,1,1,
0.7,2,0.42,0,2,1,1,2,0.3,1,1,3,2,2,2.1116,33,0,0,1,
0.58,2,0.7,1,2,2,3,1,0.6,2,1,1,1,1,2.1281,33,1,1,2,
0.7,2,0.7,1,2,2,3,2,0.7,2,1,1,2,3,1.38,33,1,1,2,
0.3,2,0.3,1,2,2,1,1,0.4,1,2,3,2,4,2.3275,33,1,1,1,
0.58,2,0.7,1,2,2,3,1,0.4,1,1,1,1,3,3.1091,33,1,1,1,
0.42,2,0.58,1,2,1,3,1,0.4,1,2,1,1,2,1.8122,33,1,1,1,
0.3,2,0.3,1,2,2,1,2,0.3,1,2,3,2,2,1.6793,33,1,1,1,
0.58,2,0.7,1,2,2,3,1,0.7,2,1,1,2,1,1.6129,33,1,1,2,
0.7,2,0.3,1,2,2,1,1,0.6,2,1,3,2,1,2.8264,33,1,1,2,
0.7,2,0.7,1,2,2,3,2,0.7,2,1,1,2,2,0.91445,33,1,1,2,
0.58,2,0.58,1,2,1,3,1,0.6,2,1,1,1,2,2.6768,33,1,1,2,
0.7,2,0.7,1,2,2,3,2,0.3,1,1,1,2,4,0.79824,33,1,1,1,
0.3,2,0.58,1,2,1,3,2,0.4,1,2,1,1,1,1.6625,33,1,1,1,
0.3,2,0.7,1,2,2,3,2,0.7,2,2,1,2,1,0.86448,33,1,1,2,
0.58,2,0.7,1,2,2,3,1,0.7,2,1,1,2,4,1.1638,33,1,1,2,
0.7,2,0.58,1,2,1,3,2,0.6,2,1,1,1,2,1.2638,33,1,1,2,
0.42,2,0.42,1,2,1,1,1,0.6,2,2,3,1,3,3.907,33,1,1,2,
0.58,2,0.3,1,2,2,1,2,0.7,2,1,3,1,2,1.1803,33,1,1,2,
0.7,2,0.42,1,2,1,1,1,0.6,2,1,3,2,2,3.5084,33,1,1,2,
0.42,2,0.42,1,2,1,1,2,0.7,2,2,3,1,1,6.8998,33,1,1,2,
0.3,2,0.58,1,2,1,3,2,0.7,2,2,1,2,1,2.5273,33,1,1,2,
0.42,2,0.3,1,2,2,1,2,0.3,1,2,3,1,2,1.9452,33,1,1,1,
0.3,2,0.3,1,2,2,1,1,0.4,1,2,3,2,2,2.1615,33,1,1,1,
0.42,2,0.42,1,2,1,1,1,0.4,1,2,3,1,2,2.228,33,1,1,1,
0.3,2,0.3,1,2,2,1,2,0.3,1,2,3,2,4,2.2944,33,1,1,1,
0.3,2,0.7,1,2,2,3,2,0.3,1,2,1,2,3,1.3967,33,1,1,1,
0.58,2,0.3,1,2,2,1,1,0.4,1,1,3,1,3,6.8665,33,1,1,1,
0.58,2,0.58,1,2,1,3,1,0.3,1,1,1,2,4,2.1947,33,1,1,1,
0.7,2,0.58,1,2,1,3,2,0.4,1,1,1,1,2,5.3703,33,1,1,1,
0.58,2,0.3,1,2,2,1,2,0.3,1,1,3,1,4,2.1448,33,1,1,1,
0.58,2,0.58,1,2,1,3,1,0.7,2,1,1,2,4,1.3302,33,1,1,2,
0.3,2,0.42,1,2,1,1,1,0.4,1,2,3,2,4,4.4559,33,1,1,1,
0.7,2,0.42,0,2,1,1,2,0.3,1,1,3,2,4,1.5794,33,1,0,1,
0.42,2,0.58,1,2,1,3,1,0.6,2,2,1,1,1,2.2113,33,1,1,2,
0.7,2,0.3,1,2,2,1,1,0.4,1,1,3,2,3,2.9926,33,1,1,1,
0.7,2,0.7,1,2,2,3,2,0.6,2,1,1,1,1,1.8122,33,1,1,2,
0.3,2,0.42,0,2,1,1,1,0.6,2,2,3,2,1,6.0521,33,0,0,2,
0.7,2,0.42,1,2,1,1,1,0.4,1,1,3,2,3,1.7791,33,1,1,1,
0.42,2,0.3,1,2,2,1,1,0.4,1,2,3,1,2,5.287,33,1,1,1,
0.58,2,0.42,1,2,1,1,2,0.7,2,1,3,1,4,3.4084,33,1,1,2,
0.3,2,0.7,1,2,2,3,2,0.3,1,2,1,2,1,1.0974,33,1,1,1,
0.42,2,0.58,1,2,1,3,1,0.4,1,2,1,1,2,2.7599,33,1,1,1,
0.58,2,0.58,1,2,1,3,1,0.4,1,1,1,1,3,3.8572,33,1,1,1,
0.42,2,0.42,0,2,1,1,2,0.3,1,2,3,1,2,1.8789,33,0,0,1,
0.3,2,0.42,1,2,1,1,2,0.7,2,2,3,2,2,2.2444,33,1,1,2,
0.58,2,0.3,1,2,2,1,2,0.3,1,1,3,1,3,4.4889,33,1,1,1,
0.7,2,0.3,1,2,2,1,2,0.3,1,1,3,2,4,3.1589,33,1,1,1,
0.42,2,0.7,1,2,2,3,1,0.3,1,2,1,2,3,1.0143,33,1,1,1,
0.58,2,0.3,0,2,2,1,1,0.4,1,1,3,1,1,4.1233,33,0,1,1,
0.58,2,0.7,1,2,2,3,1,0.6,2,1,1,1,1,0.86456,33,1,1,2,
0.7,2,0.7,1,2,2,3,2,0.4,1,1,1,1,1,2.0285,33,1,1,1,
0.3,2,0.3,1,2,2,1,1,0.6,2,2,3,2,3,2.4774,33,1,1,2,
0.42,2,0.58,1,2,1,3,1,0.7,2,2,1,2,4,1.6629,33,1,1,2,
0.42,2,0.3,1,2,2,1,2,0.7,2,2,3,1,3,2.3276,33,1,1,2,
0.58,2,0.7,1,2,2,3,1,0.4,1,1,1,1,3,1.3135,33,1,1,1,
0.42,2,0.3,1,2,2,1,2,0.7,2,2,3,1,1,1.962,33,1,1,2,
0.42,2,0.7,1,2,2,3,1,0.4,1,2,1,1,4,5.3535,33,1,1,1,
0.3,2,0.7,1,2,2,3,2,0.4,1,2,1,1,2,9.8426,33,1,1,1,
0.42,2,0.7,1,2,2,3,1,0.6,2,2,1,1,1,1.0309,33,1,1,2,
0.58,2,0.58,1,2,1,3,1,0.4,1,1,1,1,4,1.1806,33,1,1,1,
0.3,2,0.58,1,2,1,3,2,0.3,1,2,1,2,2,2.3111,33,1,1,1,
0.3,2,0.7,1,2,2,3,2,0.7,2,2,1,2,4,0.79814,33,1,1,2,
0.42,2,0.7,1,2,2,3,1,0.4,1,2,1,1,1,1.1473,33,1,1,1,
0.58,2,0.3,0,2,2,1,1,0.6,2,1,3,1,4,1.6628,33,1,0,2,
0.58,2,0.42,0,2,1,1,1,0.4,1,1,3,1,1,2.0117,33,0,1,1,
0.42,2,0.42,0,2,1,1,1,0.6,2,2,3,1,1,3.8074,33,0,0,2,
0.42,3,0.7,1,2,2,3,1,0.3,1,2,1,2,2,2.4608,33,1,1,1,
0.3,3,0.3,1,2,2,1,1,0.4,1,2,3,2,1,1.0973,33,1,1,1,
0.58,3,0.3,1,2,2,1,2,0.3,1,1,3,1,1,2.6102,33,1,1,1,
0.7,3,0.3,1,2,2,1,1,0.4,1,1,3,2,2,1.0808,33,1,1,1,
0.42,3,0.58,1,2,1,3,1,0.4,1,2,1,1,1,1.4631,33,1,1,1,
0.3,3,0.3,1,2,2,1,1,0.4,1,2,3,2,4,2.4774,33,1,1,1,
0.3,3,0.58,1,2,1,3,2,0.7,2,2,1,2,4,0.91451,33,1,1,2,
0.3,3,0.42,1,2,1,1,1,0.4,1,2,3,2,3,2.1615,33,1,1,1,
0.58,3,0.58,1,2,1,3,1,0.6,2,1,1,1,1,2.3778,33,1,1,2,
0.42,3,0.3,1,2,2,1,2,0.3,1,2,3,1,4,2.2778,33,1,1,1,
0.42,3,0.3,1,2,2,1,2,0.7,2,2,3,1,3,6.5173,33,1,1,2,
0.58,3,0.42,1,2,1,1,2,0.3,1,1,3,1,3,7.781,33,1,1,1,
0.3,3,0.7,1,2,2,3,2,0.7,2,2,1,2,1,0.8645,33,1,1,2,
0.42,3,0.7,1,2,2,3,1,0.7,2,2,1,2,4,0.76477,33,1,1,2,
0.42,3,0.58,1,2,1,3,1,0.3,1,2,1,2,2,0.74817,33,1,1,1,
0.58,3,0.58,1,2,1,3,1,0.7,2,1,1,2,4,0.66516,33,1,1,2,
0.3,3,0.42,0,2,1,1,2,0.3,1,2,3,2,2,0.64847,33,0,0,1,
0.7,3,0.42,1,2,1,1,2,0.7,2,1,3,2,4,2.3109,33,1,1,2,
0.42,3,0.58,1,2,1,3,1,0.7,2,2,1,2,4,3.1422,33,1,1,2,
0.42,3,0.3,0,2,2,1,1,0.6,2,2,3,1,3,4.0068,33,1,0,2,
0.42,3,0.42,0,2,1,1,2,0.3,1,2,3,1,2,1.5962,33,0,0,1,
0.42,3,0.42,0,2,1,1,2,0.3,1,2,3,1,2,5.2041,33,0,0,1,
0.3,3,0.58,1,2,1,3,2,0.6,2,2,1,1,1,4.4058,33,1,1,2,
0.7,3,0.7,1,2,2,3,2,0.4,1,1,1,1,2,3.6745,33,1,1,1,
0.42,3,0.42,1,2,1,1,1,0.6,2,2,3,1,1,3.3419,33,1,1,2,
0.7,3,0.58,1,2,1,3,2,0.7,2,1,1,2,3,1.7791,33,1,1,2,
0.58,3,0.3,1,2,2,1,1,0.4,1,1,3,1,2,2.2612,33,1,1,1,
0.3,3,0.7,1,2,2,3,2,0.4,1,2,1,1,3,2.0949,33,1,1,1,
0.3,3,0.58,1,2,1,3,2,0.4,1,2,1,1,3,3.6079,33,1,1,1,
0.7,3,0.3,1,2,2,1,1,0.6,2,1,3,2,1,2.6601,33,1,1,2,
0.3,3,0.58,1,2,1,3,2,0.4,1,2,1,1,2,1.9121,33,1,1,1,
0.42,3,0.58,1,2,1,3,1,0.4,1,2,1,1,1,1.8456,33,1,1,1,
0.3,3,0.3,1,2,2,1,2,0.7,2,2,3,2,4,2.4773,33,1,1,2,
0.7,3,0.42,1,2,1,1,1,0.6,2,1,3,2,2,0.44899,33,1,1,2,
0.7,3,0.42,1,2,1,1,2,0.3,1,1,3,2,3,1.5795,33,1,1,1,
0.42,3,0.58,1,2,1,3,1,0.7,2,2,1,2,1,1.0476,33,1,1,2,
0.42,3,0.3,1,2,2,1,2,0.7,2,2,3,1,1,1.5795,33,1,1,2,
0.3,3,0.42,0,2,1,1,1,0.6,2,2,3,2,3,3.2754,33,1,0,2,
0.58,3,0.58,1,2,1,3,1,0.4,1,1,1,1,1,2.4108,33,1,1,1,
0.42,3,0.3,1,2,2,1,2,0.3,1,2,3,1,1,1.7458,33,1,1,1,
0.7,3,0.42,1,2,1,1,2,0.3,1,1,3,2,4,5.2208,33,1,1,1,
0.58,3,0.58,1,2,1,3,1,0.4,1,1,1,1,3,3.8738,33,1,1,1,
0.3,3,0.7,1,2,2,3,2,0.6,2,2,1,1,3,1.9786,33,1,1,2,
0.42,3,0.7,1,2,2,3,1,0.7,2,2,1,2,2,1.9952,33,1,1,2,
0.58,3,0.7,1,2,2,3,1,0.7,2,1,1,2,4,0.81468,33,1,1,2,
0.42,3,0.7,1,2,2,3,1,0.3,1,2,1,2,2,0.89781,33,1,1,1,
0.3,3,0.42,0,2,1,1,1,0.6,2,2,3,2,1,3.8405,33,0,0,2,
0.7,3,0.3,1,2,2,1,1,0.6,2,1,3,2,4,1.9453,33,1,1,2,
0.7,3,0.3,1,2,2,1,2,0.3,1,1,3,2,3,1.9454,33,1,1,1,
0.42,3,0.7,1,2,2,3,1,0.4,1,2,1,1,1,1.7958,33,1,1,1,
0.58,3,0.42,0,2,1,1,2,0.7,2,1,3,1,2,2.8763,33,0,1,2,
0.3,3,0.58,1,2,1,3,2,0.6,2,2,1,1,2,3.1423,33,1,1,2,
0.58,3,0.7,1,2,2,3,1,0.7,2,1,1,2,2,1.1141,33,1,1,2,
0.58,3,0.7,1,2,2,3,1,0.4,1,1,1,1,1,1.0141,33,1,1,1,
0.3,3,0.3,1,2,2,1,2,0.3,1,2,3,2,2,1.0975,33,1,1,1,
0.7,3,0.42,1,2,1,1,1,0.4,1,1,3,2,3,4.7551,33,1,1,1,
0.58,3,0.42,0,2,1,1,1,0.4,1,1,3,1,3,2.5773,33,1,0,1,
0.3,3,0.42,0,2,1,1,2,0.7,2,2,3,2,1,1.1474,33,0,0,2,
0.7,3,0.58,1,2,1,3,2,0.6,2,1,1,1,2,1.2136,33,1,1,2,
0.7,3,0.58,1,2,1,3,2,0.3,1,1,1,2,2,0.83152,33,1,1,1,
0.58,3,0.7,1,2,2,3,1,0.3,1,1,1,2,2,2.1115,33,1,1,1,
0.42,3,0.42,0,2,1,1,2,0.7,2,2,3,1,1,1.5962,33,0,0,2,
0.58,3,0.42,1,2,1,1,1,0.4,1,1,3,1,4,2.4108,33,1,1,1,
0.3,3,0.58,0,2,1,3,2,0.3,1,2,1,2,3,2.4109,33,0,0,1,
0.3,3,0.7,1,2,2,3,2,0.3,1,2,1,2,4,0.7483,33,1,1,1,
0.7,3,0.58,1,2,1,3,2,0.4,1,1,1,1,2,3.3087,33,1,1,1,
0.3,3,0.42,1,2,1,1,1,0.4,1,2,3,2,2,2.1446,33,1,1,1,
0.42,3,0.3,1,2,2,1,1,0.6,2,2,3,1,1,4.273,33,1,1,2,
0.58,3,0.3,1,2,2,1,2,0.7,2,1,3,1,1,1.4133,33,1,1,2,
0.42,3,0.42,1,2,1,1,1,0.6,2,2,3,1,3,1.995,33,1,1,2,
0.7,3,0.7,1,2,2,3,2,0.4,1,1,1,1,3,1.2469,33,1,1,1,
0.3,3,0.7,1,2,2,3,2,0.7,2,2,1,2,4,0.98102,33,1,1,2,
0.58,3,0.3,1,2,2,1,1,0.6,2,1,3,1,1,1.9286,33,1,1,2,
0.58,3,0.7,1,2,2,3,1,0.6,2,1,1,1,1,4.9049,33,1,1,2,
0.7,3,0.7,1,2,2,3,2,0.7,2,1,1,2,4,0.99757,33,1,1,2,
0.42,3,0.42,1,2,1,1,1,0.4,1,2,3,1,4,2.5602,33,1,1,1,
0.3,3,0.3,1,2,2,1,2,0.3,1,2,3,2,3,2.4441,33,1,1,1,
0.58,3,0.58,1,2,1,3,1,0.3,1,1,1,2,4,2.4107,33,1,1,1,
0.42,3,0.3,1,2,2,1,1,0.4,1,2,3,1,1,3.4915,33,1,1,1,
0.58,3,0.3,1,2,2,1,2,0.7,2,1,3,1,2,2.2115,33,1,1,2,
0.3,3,0.3,1,2,2,1,2,0.7,2,2,3,2,3,2.3444,33,1,1,2,
0.7,3,0.3,1,2,2,1,2,0.3,1,1,3,2,2,1.1972,33,1,1,1,
0.7,3,0.3,1,2,2,1,1,0.4,1,1,3,2,2,6.4343,33,1,1,1,
0.3,3,0.3,1,2,2,1,1,0.6,2,2,3,2,4,2.4774,33,1,1,2,
0.42,3,0.3,0,2,2,1,1,0.4,1,2,3,1,4,2.5274,33,1,0,1,
0.58,3,0.7,1,2,2,3,1,0.4,1,1,1,1,1,5.5698,33,1,1,1,
0.7,3,0.7,1,2,2,3,2,0.3,1,1,1,2,4,0.76496,33,1,1,1,
0.7,3,0.7,1,2,2,3,2,0.6,2,1,1,1,3,1.7457,33,1,1,2,
0.58,3,0.42,0,2,1,1,2,0.3,1,1,3,1,4,5.7194,33,1,0,1,
0.3,3,0.7,1,2,2,3,2,0.3,1,2,1,2,3,1.1639,33,1,1,1,
0.58,3,0.58,1,2,1,3,1,0.3,1,1,1,2,3,0.99763,33,1,1,1,
0.7,3,0.42,0,2,1,1,1,0.4,1,1,3,2,4,3.3252,33,1,0,1,
0.42,3,0.58,1,2,1,3,1,0.6,2,2,1,1,3,1.2138,33,1,1,2,
0.58,3,0.42,0,2,1,1,1,0.6,2,1,3,1,1,9.5436,33,0,0,2,
0.42,3,0.7,1,2,2,3,1,0.4,1,2,1,1,1,1.1972,33,1,1,1,
0.58,3,0.7,1,2,2,3,1,0.6,2,1,1,1,2,1.3634,33,1,1,2,
0.7,3,0.7,1,2,2,3,2,0.6,2,1,1,1,4,5.0543,33,1,1,2,
0.3,3,0.7,1,2,2,3,2,0.6,2,2,1,1,1,3.0593,33,1,1,2,
0.7,3,0.7,1,2,2,3,2,0.7,2,1,1,2,1,0.84806,33,1,1,2,
0.58,3,0.58,1,2,1,3,1,0.7,2,1,1,2,4,0.73162,33,1,1,2,
0.42,3,0.42,1,2,1,1,1,0.4,1,2,3,1,2,3.3253,33,1,1,1,
0.7,3,0.3,1,2,2,1,2,0.7,2,1,3,2,4,2.045,33,1,1,2,
0.3,3,0.58,1,2,1,3,2,0.3,1,2,1,2,1,1.2138,33,1,1,1,
0.3,3,0.42,1,2,1,1,2,0.3,1,2,3,2,2,1.7125,33,1,1,1,
0.58,3,0.58,1,2,1,3,1,0.6,2,1,1,1,2,2.0285,33,1,1,2,
0.58,3,0.3,1,2,2,1,1,0.4,1,1,3,1,2,3.1424,33,1,1,1,
0.7,3,0.58,1,2,1,3,2,0.7,2,1,1,2,2,0.83129,33,1,1,2,
0.58,3,0.3,1,2,2,1,2,0.3,1,1,3,1,2,1.8622,33,1,1,1,
0.7,3,0.58,1,2,1,3,2,0.6,2,1,1,1,4,1.0973,33,1,1,2,
0.42,3,0.58,1,2,1,3,1,0.6,2,2,1,1,3,2.2279,33,1,1,2,
0.3,3,0.7,1,2,2,3,2,0.4,1,2,1,1,1,0.96443,33,1,1,1,
0.42,3,0.42,1,2,1,1,2,0.7,2,2,3,1,4,3.8572,33,1,1,2,
0.7,3,0.42,1,2,1,1,2,0.7,2,1,3,2,2,2.2447,33,1,1,2,
0.7,3,0.58,1,2,1,3,2,0.4,1,1,1,1,3,2.9928,33,1,1,1,
0.58,3,0.7,1,2,2,3,1,0.3,1,1,1,2,2,0.88126,33,1,1,1,
0.58,3,0.42,1,2,1,1,1,0.6,2,1,3,1,3,3.2424,33,1,1,2,
0.7,3,0.7,1,2,2,3,2,0.3,1,1,1,2,2,0.91448,33,1,1,1,
0.7,3,0.3,0,2,2,1,2,0.7,2,1,3,2,2,3.8739,33,0,1,2,
0.7,3,0.42,1,2,1,1,1,0.6,2,1,3,2,1,3.2422,33,1,1,2,
0.3,3,0.3,1,2,2,1,1,0.6,2,2,3,2,4,0.89796,33,1,1,2,
0.42,3,0.7,1,2,2,3,1,0.6,2,2,1,1,3,1.38,33,1,1,2,
0.3,3,0.58,1,2,1,3,2,0.7,2,2,1,2,1,0.79815,33,1,1,2,
0.42,3,0.7,1,2,2,3,1,0.6,2,2,1,1,1,1.8455,33,1,1,2,
0.42,3,0.58,1,2,1,3,1,0.3,1,2,1,2,3,1.6294,33,1,1,1,
0.58,3,0.3,1,2,2,1,1,0.6,2,1,3,1,1,2.1116,33,1,1,2,
0.3,3,0.42,1,2,1,1,2,0.7,2,2,3,2,4,3.4416,33,1,1,2,
0.7,3,0.58,1,2,1,3,2,0.3,1,1,1,2,3,1.8621,33,1,1,1,
0.58,3,0.42,0,2,1,1,2,0.7,2,1,3,1,4,1.7458,33,1,0,2,
0.7,4,0.42,1,2,1,1,2,0.7,2,1,3,2,2,2.4941,33,1,1,2,
0.42,4,0.7,1,2,2,3,1,0.4,1,2,1,1,2,2.0618,33,1,1,1,
0.42,4,0.42,1,2,1,1,1,0.6,2,2,3,1,2,3.7409,33,1,1,2,
0.58,4,0.3,1,2,2,1,1,0.6,2,1,3,1,1,1.8122,33,1,1,2,
0.7,4,0.3,1,2,2,1,2,0.7,2,1,3,2,3,1.8789,33,1,1,2,
0.42,4,0.3,1,2,2,1,1,0.4,1,2,3,1,4,1.0806,33,1,1,1,
0.58,4,0.58,1,2,1,3,1,0.4,1,1,1,1,1,1.1473,33,1,1,1,
0.58,4,0.42,1,2,1,1,1,0.6,2,1,3,1,4,1.7958,33,1,1,2,
0.3,4,0.3,1,2,2,1,1,0.6,2,2,3,2,3,2.8431,33,1,1,2,
0.58,4,0.7,1,2,2,3,1,0.6,2,1,1,1,1,1.9121,33,1,1,2,
0.42,4,0.3,1,2,2,1,1,0.4,1,2,3,1,4,1.1638,33,1,1,1,
0.3,4,0.7,1,2,2,3,2,0.7,2,2,1,2,3,0.84788,33,1,1,2,
0.3,4,0.42,1,2,1,1,2,0.7,2,2,3,2,3,2.1449,33,1,1,2,
0.7,4,0.58,1,2,1,3,2,0.6,2,1,1,1,4,4.1897,33,1,1,2,
0.3,4,0.42,1,2,1,1,1,0.4,1,2,3,2,1,3.3087,33,1,1,1,
0.3,4,0.7,1,2,2,3,2,0.3,1,2,1,2,3,0.96439,33,1,1,1,
0.7,4,0.7,1,2,2,3,2,0.7,2,1,1,2,4,0.86457,33,1,1,2,
0.3,4,0.58,1,2,1,3,2,0.3,1,2,1,2,2,1.696,33,1,1,1,
0.58,4,0.58,1,2,1,3,1,0.4,1,1,1,1,4,1.3135,33,1,1,1,
0.3,4,0.58,1,2,1,3,2,0.6,2,2,1,1,2,4.0069,33,1,1,2,
0.58,4,0.58,1,2,1,3,1,0.7,2,1,1,2,4,2.1615,33,1,1,2,
0.42,4,0.42,1,2,1,1,2,0.7,2,2,3,1,2,2.3776,33,1,1,2,
0.42,4,0.7,1,2,2,3,1,0.7,2,2,1,2,4,1.5297,33,1,1,2,
0.58,4,0.58,1,2,1,3,1,0.6,2,1,1,1,1,2.7267,33,1,1,2,
0.7,4,0.3,1,2,2,1,2,0.7,2,1,3,2,2,1.1141,33,1,1,2,
0.3,4,0.3,1,2,2,1,1,0.6,2,2,3,2,1,2.3942,33,1,1,2,
0.7,4,0.42,1,2,1,1,2,0.3,1,1,3,2,1,2.2946,33,1,1,1,
0.42,4,0.42,1,2,1,1,2,0.7,2,2,3,1,2,2.7102,33,1,1,2,
0.58,4,0.3,1,2,2,1,1,0.4,1,1,3,1,2,2.0618,33,1,1,1,
0.3,4,0.42,1,2,1,1,2,0.3,1,2,3,2,4,4.2895,33,1,1,1,
0.3,4,0.58,1,2,1,3,2,0.4,1,2,1,1,2,5.4533,33,1,1,1,
0.7,4,0.3,1,2,2,1,2,0.3,1,1,3,2,2,4.0069,33,1,1,1,
0.7,4,0.7,1,2,2,3,2,0.4,1,1,1,1,3,1.1972,33,1,1,1,
0.42,4,0.58,1,2,1,3,1,0.3,1,2,1,2,4,0.78159,33,1,1,1,
0.42,4,0.42,1,2,1,1,1,0.4,1,2,3,1,3,1.5794,33,1,1,1,
0.58,4,0.7,1,2,2,3,1,0.4,1,1,1,1,4,1.4965,33,1,1,1,
0.58,4,0.7,1,2,2,3,1,0.3,1,1,1,2,3,0.71493,33,1,1,1,
0.58,4,0.7,1,2,2,3,1,0.6,2,1,1,1,4,1.2303,33,1,1,2,
0.58,4,0.58,1,2,1,3,1,0.7,2,1,1,2,1,0.76483,33,1,1,2,
0.42,4,0.7,1,2,2,3,1,0.3,1,2,1,2,3,0.79807,33,1,1,1,
0.58,4,0.3,0,2,2,1,2,0.3,1,1,3,1,1,2.1781,33,0,1,1,
0.7,4,0.58,1,2,1,3,2,0.3,1,1,1,2,1,1.114,33,1,1,1,
0.42,4,0.3,1,2,2,1,1,0.6,2,2,3,1,4,2.0449,33,1,1,2,
0.3,4,0.7,1,2,2,3,2,0.3,1,2,1,2,1,1.0641,33,1,1,1,
0.58,4,0.7,1,2,2,3,1,0.4,1,1,1,1,1,1.1306,33,1,1,1,
0.58,4,0.58,1,2,1,3,1,0.6,2,1,1,1,2,1.1971,33,1,1,2,
0.42,4,0.7,1,2,2,3,1,0.6,2,2,1,1,2,2.3112,33,1,1,2,
0.3,4,0.58,1,2,1,3,2,0.4,1,2,1,1,1,0.89796,33,1,1,1,
0.7,4,0.7,1,2,2,3,2,0.7,2,1,1,2,4,1.7791,33,1,1,2,
0.7,4,0.42,1,2,1,1,1,0.4,1,1,3,2,1,2.5271,33,1,1,1,
0.42,4,0.42,1,2,1,1,2,0.3,1,2,3,1,4,2.1449,33,1,1,1,
0.7,4,0.3,1,2,2,1,1,0.4,1,1,3,2,1,4.9546,33,1,1,1,
0.3,4,0.3,1,2,2,1,2,0.7,2,2,3,2,1,0.91457,33,1,1,2,
0.58,4,0.42,1,2,1,1,2,0.7,2,1,3,1,2,5.1042,33,1,1,2,
0.7,4,0.42,1,2,1,1,2,0.7,2,1,3,2,2,2.1614,33,1,1,2,
0.42,4,0.58,0,2,1,3,1,0.6,2,2,1,1,1,1.9122,33,1,0,2,
0.3,4,0.58,1,2,1,3,2,0.7,2,2,1,2,2,2.1117,33,1,1,2,
0.58,4,0.42,1,2,1,1,1,0.4,1,1,3,1,3,1.3305,33,1,1,1,
0.42,4,0.3,1,2,2,1,2,0.3,1,2,3,1,4,1.8621,33,1,1,1,
0.3,4,0.7,1,2,2,3,2,0.7,2,2,1,2,3,1.7457,33,1,1,2,
0.42,4,0.58,1,2,1,3,1,0.7,2,2,1,2,4,1.1805,33,1,1,2,
0.7,4,0.58,1,2,1,3,2,0.7,2,1,1,2,3,0.83159,33,1,1,2,
0.7,4,0.7,1,2,2,3,2,0.6,2,1,1,1,3,1.2969,33,1,1,2,
0.42,4,0.58,1,2,1,3,1,0.4,1,2,1,1,4,0.9146,33,1,1,1,
0.42,4,0.7,1,2,2,3,1,0.3,1,2,1,2,2,0.88123,33,1,1,1,
0.7,4,0.58,1,2,1,3,2,0.7,2,1,1,2,3,0.8482,33,1,1,2,
0.58,4,0.42,0,2,1,1,1,0.4,1,1,3,1,4,1.0807,33,1,0,1,
0.3,4,0.7,0,2,2,3,2,0.6,2,2,1,1,2,1.7791,33,1,0,2,
0.3,4,0.3,1,2,2,1,2,0.3,1,2,3,2,2,1.5131,33,1,1,1,
0.7,4,0.58,1,2,1,3,2,0.3,1,1,1,2,2,1.4634,33,1,1,1,
0.7,4,0.3,1,2,2,1,1,0.6,2,1,3,2,2,1.9621,33,1,1,2,
0.58,4,0.42,0,2,1,1,2,0.7,2,1,3,1,1,6.2183,33,0,0,2,
0.42,4,0.3,1,2,2,1,2,0.3,1,2,3,1,1,3.6745,33,1,1,1,
0.7,4,0.3,1,2,2,1,2,0.3,1,1,3,2,2,1.1142,33,1,1,1,
0.3,4,0.58,1,2,1,3,2,0.7,2,2,1,2,1,1.0807,33,1,1,2,
0.42,4,0.42,0,2,1,1,2,0.3,1,2,3,1,1,1.9954,33,0,1,1,
0.42,4,0.58,1,2,1,3,1,0.3,1,2,1,2,4,0.93116,33,1,1,1,
0.3,4,0.7,1,2,2,3,2,0.6,2,2,1,1,1,2.6769,33,1,1,2,
0.42,4,0.7,1,2,2,3,1,0.7,2,2,1,2,3,1.164,33,1,1,2,
0.58,4,0.3,0,2,2,1,2,0.3,1,1,3,1,4,2.6437,33,1,0,1,
0.42,4,0.58,1,2,1,3,1,0.6,2,2,1,1,4,3.9903,33,1,1,2,
0.3,4,0.3,1,2,2,1,1,0.4,1,2,3,2,3,1.5631,33,1,1,1,
0.3,4,0.42,1,2,1,1,1,0.4,1,2,3,2,2,4.6884,33,1,1,1,
0.42,4,0.3,1,2,2,1,1,0.6,2,2,3,1,1,4.5057,33,1,1,2,
0.58,4,0.42,0,2,1,1,2,0.3,1,1,3,1,1,1.4467,33,0,1,1,
0.7,4,0.42,1,2,1,1,1,0.6,2,1,3,2,2,2.394,33,1,1,2,
0.3,4,0.3,1,2,2,1,2,0.3,1,2,3,2,2,1.1972,33,1,1,1,
